 Name:, Ksenia, Burova, CS420 ,,,,,,,,,,,,,,,,
 Number of experiments:,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
 Experiment #,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 1,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=0.0,H=-1,R1=1,R2=15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 17,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=3,R1=1,R2=13,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.740879012,0.981836014,0.398664794,,,,,,,,,,,,,,,,
2,0.589767901,1.052794228,0.32770658,,,,,,,,,,,,,,,,
3,0.385323457,1.092440333,0.288060476,,,,,,,,,,,,,,,,
4,0.205323457,1.08558699,0.294913818,,,,,,,,,,,,,,,,
5,0.024434568,1.037915281,0.342585528,,,,,,,,,,,,,,,,
6,0.165787654,0.963724893,0.416775915,,,,,,,,,,,,,,,,
7,0.337851146,0.856443809,0.524056999,,,,,,,,,,,,,,,,
8,0.393009877,0.816817104,0.563683704,,,,,,,,,,,,,,,,
9,0.350479012,0.850563761,0.529937047,,,,,,,,,,,,,,,,
10,0.255120988,0.914056934,0.466443875,,,,,,,,,,,,,,,,
11,0.140737149,0.976849968,0.40365084,,,,,,,,,,,,,,,,
12,0.038380247,1.031851419,0.348649389,,,,,,,,,,,,,,,,
13,0.125494397,1.070200995,0.310299813,,,,,,,,,,,,,,,,
14,0.25865679,1.088001237,0.292499571,,,,,,,,,,,,,,,,
Entropy(H):,0.690250404,Lambda:,5,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 18,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=0,R1=1,R2=14,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.796661728,0.951358919,0.434930504,,,,,,,,,,,,,,,,
2,0.662217284,1.030146939,0.356142484,,,,,,,,,,,,,,,,
3,0.514439506,1.078725348,0.307564075,,,,,,,,,,,,,,,,
4,0.353328395,1.098079747,0.288209676,,,,,,,,,,,,,,,,
5,0.19577284,1.087800412,0.298489011,,,,,,,,,,,,,,,,
6,0.050745679,1.052746584,0.333542839,,,,,,,,,,,,,,,,
7,0.117147795,0.991506385,0.394783038,,,,,,,,,,,,,,,,
8,0.242782716,0.925526857,0.460762566,,,,,,,,,,,,,,,,
9,0.307165432,0.885305578,0.500983845,,,,,,,,,,,,,,,,
10,0.318004938,0.877797074,0.508492349,,,,,,,,,,,,,,,,
11,0.294045342,0.893295501,0.492993922,,,,,,,,,,,,,,,,
12,0.243801235,0.924184292,0.462105131,,,,,,,,,,,,,,,,
13,0.165816904,0.96724264,0.419046783,,,,,,,,,,,,,,,,
14,0.080868078,1.010393927,0.375895495,,,,,,,,,,,,,,,,
Entropy(H):,0.693144711,Lambda:,8,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 19,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=-3,R1=1,R2=14,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.796392593,0.946909819,0.435774946,,,,,,,,,,,,,,,,
2,0.663059259,1.026017522,0.356667242,,,,,,,,,,,,,,,,
3,0.522318519,1.074119529,0.308565235,,,,,,,,,,,,,,,,
4,0.363059259,1.095338877,0.287345887,,,,,,,,,,,,,,,,
5,0.209725926,1.087747036,0.294937729,,,,,,,,,,,,,,,,
6,0.05592963,1.055169297,0.327515468,,,,,,,,,,,,,,,,
7,0.097178836,0.998915556,0.383769208,,,,,,,,,,,,,,,,
8,0.225135185,0.933550492,0.449134272,,,,,,,,,,,,,,,,
9,0.302125926,0.885850891,0.496833874,,,,,,,,,,,,,,,,
10,0.327496296,0.868695562,0.513989202,,,,,,,,,,,,,,,,
11,0.3115367,0.879572195,0.503112569,,,,,,,,,,,,,,,,
12,0.263561111,0.910552257,0.472132508,,,,,,,,,,,,,,,,
13,0.192368091,0.951915467,0.430769298,,,,,,,,,,,,,,,,
14,0.101186772,0.997124496,0.385560268,,,,,,,,,,,,,,,,
Entropy(H):,0.691342382,Lambda:,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 20,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=6,R1=1,R2=14,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.78251358,0.939165469,0.429591106,,,,,,,,,,,,,,,,
2,0.649180247,1.017647489,0.351109087,,,,,,,,,,,,,,,,
3,0.513995062,1.06366093,0.305095646,,,,,,,,,,,,,,,,
4,0.349180247,1.085105789,0.283650786,,,,,,,,,,,,,,,,
5,0.195846914,1.076196755,0.29255982,,,,,,,,,,,,,,,,
6,0.047420988,1.043510779,0.325245797,,,,,,,,,,,,,,,,
7,0.102883245,0.987078052,0.381678524,,,,,,,,,,,,,,,,
8,0.217208642,0.928155516,0.440601059,,,,,,,,,,,,,,,,
9,0.28477037,0.886516402,0.482240174,,,,,,,,,,,,,,,,
10,0.316764198,0.864934755,0.503821821,,,,,,,,,,,,,,,,
11,0.302233895,0.874889154,0.493867422,,,,,,,,,,,,,,,,
12,0.251930864,0.907409275,0.461347301,,,,,,,,,,,,,,,,
13,0.186631719,0.945307981,0.423448594,,,,,,,,,,,,,,,,
14,0.098200705,0.98919255,0.379564025,,,,,,,,,,,,,,,,
Entropy(H):,0.684378288,Lambda:,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 21,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=-1,R1=1,R2=14,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.799783951,0.9487954,0.437282899,,,,,,,,,,,,,,,,
2,0.666450617,1.028054219,0.35802408,,,,,,,,,,,,,,,,
3,0.528487654,1.075676601,0.310401699,,,,,,,,,,,,,,,,
4,0.366450617,1.097823776,0.288254524,,,,,,,,,,,,,,,,
5,0.213117284,1.090546999,0.295531301,,,,,,,,,,,,,,,,
6,0.06367284,1.059616052,0.326462248,,,,,,,,,,,,,,,,
7,0.095454145,1.001932877,0.384145422,,,,,,,,,,,,,,,,
8,0.231118827,0.932513584,0.453564715,,,,,,,,,,,,,,,,
9,0.309783951,0.883407267,0.502671033,,,,,,,,,,,,,,,,
10,0.331604938,0.868584942,0.517493357,,,,,,,,,,,,,,,,
11,0.314104938,0.880514432,0.505563868,,,,,,,,,,,,,,,,
12,0.26595679,0.911590834,0.474487466,,,,,,,,,,,,,,,,
13,0.194019468,0.95338632,0.43269198,,,,,,,,,,,,,,,,
14,0.103589065,0.99830051,0.38777779,,,,,,,,,,,,,,,,
Entropy(H):,0.69303915,Lambda:,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 22,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=0,R1=3,R2=14,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.794283951,0.952916167,0.433217685,,,,,,,,,,,,,,,,
2,0.652061728,1.034331743,0.351802109,,,,,,,,,,,,,,,,
3,0.496876543,1.081956465,0.304177387,,,,,,,,,,,,,,,,
4,0.334283951,1.097879856,0.288253996,,,,,,,,,,,,,,,,
5,0.178283951,1.084756056,0.301377797,,,,,,,,,,,,,,,,
6,0.036528395,1.050721264,0.335412588,,,,,,,,,,,,,,,,
7,0.100557319,0.999681363,0.386452489,,,,,,,,,,,,,,,,
8,0.210299383,0.944222492,0.44191136,,,,,,,,,,,,,,,,
9,0.276765432,0.904263517,0.481870335,,,,,,,,,,,,,,,,
10,0.296882716,0.891313499,0.494820354,,,,,,,,,,,,,,,,
11,0.280716049,0.901771954,0.484361898,,,,,,,,,,,,,,,,
12,0.235021605,0.92968329,0.456450562,,,,,,,,,,,,,,,,
13,0.165844255,0.967910984,0.418222868,,,,,,,,,,,,,,,,
14,0.082700176,1.007318113,0.378815739,,,,,,,,,,,,,,,,
Entropy(H):,0.693066926,Lambda:,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 23,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=-1,R1=3,R2=5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.0725,0.129443511,0.05067175,,,,,,,,,,,,,,,,
2,0.053611111,0.140442116,0.039673144,,,,,,,,,,,,,,,,
3,0.029907407,0.147037216,0.033078045,,,,,,,,,,,,,,,,
4,0.015555556,0.147464189,0.032651071,,,,,,,,,,,,,,,,
5,0.0095,0.146767073,0.033348187,,,,,,,,,,,,,,,,
6,0.006018519,0.146097129,0.034018132,,,,,,,,,,,,,,,,
7,0.003531746,0.145484574,0.034630686,,,,,,,,,,,,,,,,
8,0.002013889,0.1450508,0.03506446,,,,,,,,,,,,,,,,
9,7.10E-04,0.144639096,0.035476165,,,,,,,,,,,,,,,,
10,1.11E-04,0.144360273,0.035754988,,,,,,,,,,,,,,,,
11,8.33E-04,0.144101812,0.036013448,,,,,,,,,,,,,,,,
12,0.001435185,0.143876607,0.036238653,,,,,,,,,,,,,,,,
13,0.001816239,0.143729242,0.036386019,,,,,,,,,,,,,,,,
14,0.002142857,0.143599894,0.036515366,,,,,,,,,,,,,,,,
Entropy(H):,0.09005763,Lambda:,3.25,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 24,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=-3,R1=3,R2=5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0,0,0,,,,,,,,,,,,,,,,
2,0,0,0,,,,,,,,,,,,,,,,
3,0,0,0,,,,,,,,,,,,,,,,
4,0,0,0,,,,,,,,,,,,,,,,
5,0,0,0,,,,,,,,,,,,,,,,
6,0,0,0,,,,,,,,,,,,,,,,
7,0,0,0,,,,,,,,,,,,,,,,
8,0,0,0,,,,,,,,,,,,,,,,
9,0,0,0,,,,,,,,,,,,,,,,
10,0,0,0,,,,,,,,,,,,,,,,
11,0,0,0,,,,,,,,,,,,,,,,
12,0,0,0,,,,,,,,,,,,,,,,
13,0,0,0,,,,,,,,,,,,,,,,
14,0,0,0,,,,,,,,,,,,,,,,
Entropy(H):,0,Lambda:,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 25,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=0,R1=3,R2=9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.719430864,1.00072872,0.38499639,,,,,,,,,,,,,,,,
2,0.534430864,1.073881419,0.311843692,,,,,,,,,,,,,,,,
3,0.310171605,1.097862593,0.287862517,,,,,,,,,,,,,,,,
4,0.107764198,1.070839031,0.314886079,,,,,,,,,,,,,,,,
5,0.086346914,1.005663072,0.380062038,,,,,,,,,,,,,,,,
6,0.231958025,0.931701752,0.454023359,,,,,,,,,,,,,,,,
7,0.302791358,0.887561387,0.498163723,,,,,,,,,,,,,,,,
8,0.28751358,0.897260153,0.488464957,,,,,,,,,,,,,,,,
9,0.213285185,0.941885545,0.443839566,,,,,,,,,,,,,,,,
10,0.115846914,0.992030755,0.393694355,,,,,,,,,,,,,,,,
11,0.016263187,1.036336647,0.349388463,,,,,,,,,,,,,,,,
12,0.089060494,1.066183145,0.319541965,,,,,,,,,,,,,,,,
13,0.161012061,1.081922711,0.303802399,,,,,,,,,,,,,,,,
14,0.191216578,1.086439412,0.299285698,,,,,,,,,,,,,,,,
Entropy(H):,0.692862555,Lambda:,11,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 26,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=3,R1=3,R2=9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.648304938,0.940630215,0.357083753,,,,,,,,,,,,,,,,
2,0.448860494,1.015456577,0.282257391,,,,,,,,,,,,,,,,
3,0.236453086,1.029850511,0.267863457,,,,,,,,,,,,,,,,
4,0.048716049,0.996139245,0.301574722,,,,,,,,,,,,,,,,
5,0.104806173,0.93758278,0.360131187,,,,,,,,,,,,,,,,
6,0.198176543,0.887579378,0.410134589,,,,,,,,,,,,,,,,
7,0.218123633,0.875645271,0.422068697,,,,,,,,,,,,,,,,
8,0.177458951,0.900091818,0.39762215,,,,,,,,,,,,,,,,
9,0.101695062,0.939218027,0.35849594,,,,,,,,,,,,,,,,
10,0.04417284,0.972725401,0.324988567,,,,,,,,,,,,,,,,
11,0.046587767,0.995212068,0.3025019,,,,,,,,,,,,,,,,
12,0.086175309,1.006294773,0.291419195,,,,,,,,,,,,,,,,
13,0.098860494,1.009757577,0.28795639,,,,,,,,,,,,,,,,
14,0.085289065,1.006495559,0.291218408,,,,,,,,,,,,,,,,
Entropy(H):,0.648856984,Lambda:,9,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 27,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=6,R1=3,R2=9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.448730864,0.685164539,0.280674978,,,,,,,,,,,,,,,,
2,0.314564198,0.753632918,0.212206598,,,,,,,,,,,,,,,,
3,0.183545679,0.778863822,0.186975695,,,,,,,,,,,,,,,,
4,0.065814198,0.771335433,0.194504083,,,,,,,,,,,,,,,,
5,0.027824691,0.743323025,0.222516491,,,,,,,,,,,,,,,,
6,0.084880247,0.713410198,0.252429318,,,,,,,,,,,,,,,,
7,0.103015168,0.700853683,0.264985833,,,,,,,,,,,,,,,,
8,0.091616358,0.708951276,0.25688824,,,,,,,,,,,,,,,,
9,0.064108642,0.725684629,0.240154888,,,,,,,,,,,,,,,,
10,0.031769136,0.741538129,0.224301388,,,,,,,,,,,,,,,,
11,0.01286532,0.752798704,0.213040812,,,,,,,,,,,,,,,,
12,0.015860494,0.75932162,0.206517897,,,,,,,,,,,,,,,,
13,0.025611206,0.762230071,0.203609446,,,,,,,,,,,,,,,,
14,0.02662769,0.762396443,0.203443073,,,,,,,,,,,,,,,,
Entropy(H):,0.482919758,Lambda:,11,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 28,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=-6,R1=3,R2=9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.458696296,0.684606163,0.286872368,,,,,,,,,,,,,,,,
2,0.328140741,0.753832914,0.217645617,,,,,,,,,,,,,,,,
3,0.199622222,0.781670376,0.189808155,,,,,,,,,,,,,,,,
4,0.083696296,0.77763015,0.19384838,,,,,,,,,,,,,,,,
5,0.028412346,0.752565999,0.218912532,,,,,,,,,,,,,,,,
6,0.075840741,0.722428675,0.249049856,,,,,,,,,,,,,,,,
7,0.105192593,0.703057547,0.268420984,,,,,,,,,,,,,,,,
8,0.105678704,0.702530457,0.268948074,,,,,,,,,,,,,,,,
9,0.089081481,0.714079265,0.257399266,,,,,,,,,,,,,,,,
10,0.06297037,0.72977171,0.241706821,,,,,,,,,,,,,,,,
11,0.03246532,0.744982935,0.226495596,,,,,,,,,,,,,,,,
12,0.012333951,0.756736523,0.214742007,,,,,,,,,,,,,,,,
13,0.025844065,0.764349895,0.207128636,,,,,,,,,,,,,,,,
14,0.041077249,0.76829451,0.203184021,,,,,,,,,,,,,,,,
Entropy(H):,0.485739265,Lambda:,10.5,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 29,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=-3,R1=3,R2=9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.657135802,0.954104471,0.360086588,,,,,,,,,,,,,,,,
2,0.461024691,1.026779938,0.28741112,,,,,,,,,,,,,,,,
3,0.243061728,1.041528187,0.272662872,,,,,,,,,,,,,,,,
4,0.056654938,1.005830681,0.308360378,,,,,,,,,,,,,,,,
5,0.11908642,0.941076853,0.373114205,,,,,,,,,,,,,,,,
6,0.217216049,0.887578706,0.426612353,,,,,,,,,,,,,,,,
7,0.231911817,0.879026745,0.435164313,,,,,,,,,,,,,,,,
8,0.181266975,0.909153624,0.405037434,,,,,,,,,,,,,,,,
9,0.099222222,0.950233134,0.363957924,,,,,,,,,,,,,,,,
10,0.06907037,0.986346638,0.327844421,,,,,,,,,,,,,,,,
11,0.074386083,1.008844426,0.305346632,,,,,,,,,,,,,,,,
12,0.10542284,1.02071203,0.293479028,,,,,,,,,,,,,,,,
13,0.109956315,1.023024317,0.291166741,,,,,,,,,,,,,,,,
14,0.083008818,1.016660368,0.297530691,,,,,,,,,,,,,,,,
Entropy(H):,0.657095529,Lambda:,7.5,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 30,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=0,R1=3,R2=14,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.797220988,0.950961562,0.435331565,,,,,,,,,,,,,,,,
2,0.661665432,1.030385233,0.355907894,,,,,,,,,,,,,,,,
3,0.516665432,1.078215608,0.308077519,,,,,,,,,,,,,,,,
4,0.352776543,1.098069472,0.288223654,,,,,,,,,,,,,,,,
5,0.196776543,1.088004086,0.29828904,,,,,,,,,,,,,,,,
6,0.049630864,1.054337423,0.331955703,,,,,,,,,,,,,,,,
7,0.107858377,0.996268813,0.390024314,,,,,,,,,,,,,,,,
8,0.235834568,0.929880313,0.456412813,,,,,,,,,,,,,,,,
9,0.305803704,0.886187134,0.500105993,,,,,,,,,,,,,,,,
10,0.318890123,0.87717589,0.509117236,,,,,,,,,,,,,,,,
11,0.295607295,0.892337419,0.493955707,,,,,,,,,,,,,,,,
12,0.245140123,0.923583454,0.462709673,,,,,,,,,,,,,,,,
13,0.171197816,0.964839296,0.421453831,,,,,,,,,,,,,,,,
14,0.081945679,1.007243981,0.379049146,,,,,,,,,,,,,,,,
Entropy(H):,0.693146563,Lambda:,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 31,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=3,R1=3,R2=14,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.78832716,0.950982368,0.43030154,,,,,,,,,,,,,,,,
2,0.648882716,1.030696303,0.350587605,,,,,,,,,,,,,,,,
3,0.494067901,1.078372073,0.302911835,,,,,,,,,,,,,,,,
4,0.331104938,1.094270666,0.287013242,,,,,,,,,,,,,,,,
5,0.174438272,1.08077668,0.300507227,,,,,,,,,,,,,,,,
6,0.038203704,1.044987177,0.336296731,,,,,,,,,,,,,,,,
7,0.11167284,0.991198368,0.39008554,,,,,,,,,,,,,,,,
8,0.219381173,0.935684219,0.445599689,,,,,,,,,,,,,,,,
9,0.281117284,0.898164598,0.48311931,,,,,,,,,,,,,,,,
10,0.297728395,0.887136616,0.494147292,,,,,,,,,,,,,,,,
11,0.273844557,0.902257206,0.479026702,,,,,,,,,,,,,,,,
12,0.218987654,0.935028598,0.44625531,,,,,,,,,,,,,,,,
13,0.147997626,0.972736247,0.408547661,,,,,,,,,,,,,,,,
14,0.068806878,1.011374188,0.369909719,,,,,,,,,,,,,,,,
Entropy(H):,0.690641954,Lambda:,8,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 32,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=6,R1=3,R2=14,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.780908642,0.938266013,0.428874252,,,,,,,,,,,,,,,,
2,0.644797531,1.017894937,0.349245328,,,,,,,,,,,,,,,,
3,0.500908642,1.064966446,0.302173819,,,,,,,,,,,,,,,,
4,0.339103086,1.083955262,0.283185002,,,,,,,,,,,,,,,,
5,0.185464198,1.073393124,0.293747141,,,,,,,,,,,,,,,,
6,0.039890123,1.040103949,0.327036316,,,,,,,,,,,,,,,,
7,0.101948501,0.986422676,0.380717589,,,,,,,,,,,,,,,,
8,0.209369136,0.931425199,0.435715066,,,,,,,,,,,,,,,,
9,0.274153086,0.892023678,0.475116587,,,,,,,,,,,,,,,,
10,0.301924691,0.873517199,0.493623066,,,,,,,,,,,,,,,,
11,0.287121661,0.883393276,0.483746989,,,,,,,,,,,,,,,,
12,0.238165432,0.914327928,0.452812337,,,,,,,,,,,,,,,,
13,0.172082811,0.951679611,0.415460654,,,,,,,,,,,,,,,,
14,0.087345326,0.992760585,0.37437968,,,,,,,,,,,,,,,,
Entropy(H):,0.683570132,Lambda:,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 33,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=-1,R1=3,R2=14,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.789641975,0.955330512,0.430050074,,,,,,,,,,,,,,,,
2,0.639919753,1.038826273,0.346554313,,,,,,,,,,,,,,,,
3,0.468160494,1.087147307,0.298233279,,,,,,,,,,,,,,,,
4,0.306030864,1.097446789,0.287933797,,,,,,,,,,,,,,,,
5,0.149641975,1.079683551,0.305697035,,,,,,,,,,,,,,,,
6,0.007419753,1.041653946,0.34372664,,,,,,,,,,,,,,,,
7,0.111548501,0.994205102,0.391175484,,,,,,,,,,,,,,,,
8,0.203691358,0.947530275,0.437850312,,,,,,,,,,,,,,,,
9,0.256530864,0.916800851,0.468579735,,,,,,,,,,,,,,,,
10,0.268246914,0.909620239,0.475760347,,,,,,,,,,,,,,,,
11,0.24520651,0.923697244,0.461683342,,,,,,,,,,,,,,,,
12,0.194848765,0.952429918,0.432950668,,,,,,,,,,,,,,,,
13,0.127110161,0.986922896,0.39845769,,,,,,,,,,,,,,,,
14,0.051389771,1.019956169,0.365424417,,,,,,,,,,,,,,,,
Entropy(H):,0.692690293,Lambda:,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 34,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=0,R1=3,R2=14,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.8,0.948915436,0.437378925,,,,,,,,,,,,,,,,
2,0.666666667,1.028183859,0.358110502,,,,,,,,,,,,,,,,
3,0.52962963,1.075585847,0.310708514,,,,,,,,,,,,,,,,
4,0.366666667,1.09798188,0.288312481,,,,,,,,,,,,,,,,
5,0.213333333,1.090725088,0.295569273,,,,,,,,,,,,,,,,
6,0.062962963,1.059551706,0.326742655,,,,,,,,,,,,,,,,
7,0.095238095,1.002171734,0.384122627,,,,,,,,,,,,,,,,
8,0.230555556,0.932993681,0.45330068,,,,,,,,,,,,,,,,
9,0.309876543,0.883513662,0.502780699,,,,,,,,,,,,,,,,
10,0.331111111,0.869098006,0.517196355,,,,,,,,,,,,,,,,
11,0.314141414,0.880659275,0.505635087,,,,,,,,,,,,,,,,
12,0.268518519,0.910160171,0.47613419,,,,,,,,,,,,,,,,
13,0.194017094,0.953537979,0.432756382,,,,,,,,,,,,,,,,
14,0.103174603,0.998629922,0.387664439,,,,,,,,,,,,,,,,
Entropy(H):,0.693147181,Lambda:,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 35,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=0,R1=4,R2=5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.815782716,0.787695855,0.497200998,,,,,,,,,,,,,,,,
2,0.751338272,0.852957407,0.431939446,,,,,,,,,,,,,,,,
3,0.685041975,0.903906028,0.380990825,,,,,,,,,,,,,,,,
4,0.612866049,0.946178814,0.33871804,,,,,,,,,,,,,,,,
5,0.54422716,0.976249413,0.30864744,,,,,,,,,,,,,,,,
6,0.476430864,0.99778125,0.287115603,,,,,,,,,,,,,,,,
7,0.407211287,1.012379782,0.272517072,,,,,,,,,,,,,,,,
8,0.340504938,1.020029245,0.264867608,,,,,,,,,,,,,,,,
9,0.276276543,1.021861187,0.263035667,,,,,,,,,,,,,,,,
10,0.214171605,1.018704175,0.266192678,,,,,,,,,,,,,,,,
11,0.156388777,1.011566121,0.273330732,,,,,,,,,,,,,,,,
12,0.10272716,1.001329407,0.283567446,,,,,,,,,,,,,,,,
13,0.053603229,0.988865976,0.296030877,,,,,,,,,,,,,,,,
14,0.026479541,0.975232817,0.309664036,,,,,,,,,,,,,,,,
Entropy(H):,0.642448427,Lambda:,13.75,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 36,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=0,R1=4,R2=7,,,,,,,,,,,,,,,
